,subset,image
135,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.235364978775280910367690540811.mhd
136,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.461155505515403114280165935891.mhd
137,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.253322967203074795232627653819.mhd
138,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798.mhd
139,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.964952370561266624992539111877.mhd
140,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.183924380327950237519832859527.mhd
141,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405.mhd
142,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075.mhd
143,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421.mhd
144,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311.mhd
145,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696.mhd
146,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594.mhd
147,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.190298296009658115773239776160.mhd
148,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.217589936421986638139451480826.mhd
149,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.212346425055214308006918165305.mhd
150,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.323753921818102744511069914832.mhd
151,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250.mhd
152,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.939152384493874708850321969356.mhd
153,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179.mhd
154,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568.mhd
155,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.184412674007117333405073397832.mhd
156,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286.mhd
157,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708.mhd
158,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296.mhd
159,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.259227883564429312164962953756.mhd
160,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.227796349777753378641347819780.mhd
161,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191.mhd
162,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.624425075947752229712087113746.mhd
163,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630.mhd
164,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.252634638822000832774167856951.mhd
165,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.225154811831720426832024114593.mhd
166,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.137375498893536422914241295628.mhd
167,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.143412474064515942785157561636.mhd
168,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.226383054119800793308721198594.mhd
169,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556.mhd
170,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301.mhd
171,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209.mhd
172,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266.mhd
173,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.922852847124879997825997808179.mhd
174,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387.mhd
175,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.144883090372691745980459537053.mhd
176,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.557875302364105947813979213632.mhd
177,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.267957701183569638795986183786.mhd
178,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982.mhd
179,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.466284753932369813717081722101.mhd
180,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.126704785377921920210612476953.mhd
181,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478.mhd
182,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.267519732763035023633235877753.mhd
183,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125.mhd
184,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.276556509002726404418399209377.mhd
185,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.336225579776978874775723463327.mhd
186,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.625270601160880745954773142570.mhd
187,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.269075535958871753309238331179.mhd
188,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774.mhd
189,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.961063442349005937536597225349.mhd
190,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.225227615446398900698431118292.mhd
191,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558.mhd
192,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.321465552859463184018938648244.mhd
193,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.324290109423920971676288828329.mhd
194,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990.mhd
195,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512.mhd
196,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.274052674198758621258447180130.mhd
197,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.277662902666135640561346462196.mhd
198,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.208511362832825683639135205368.mhd
199,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.252697338970999211181671881792.mhd
200,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.244204120220889433826451158706.mhd
201,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.162845309248822193437735868939.mhd
202,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.135657246677982059395844827629.mhd
203,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.339142594937666268384335506819.mhd
204,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.850739282072340578344345230132.mhd
205,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.614147706162329660656328811671.mhd
206,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.149463915556499304732434215056.mhd
207,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280.mhd
208,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.244447966386688625240438849169.mhd
209,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.194488534645348916700259325236.mhd
210,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.842317928015463083368074520378.mhd
211,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.202464973819273687476049035824.mhd
212,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.367204840301639918160517361062.mhd
213,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.319066480138812986026181758474.mhd
214,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630.mhd
215,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.272190966764020277652079081128.mhd
216,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.100953483028192176989979435275.mhd
217,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.970428941353693253759289796610.mhd
218,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.404768898286087278137462774930.mhd
219,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.191266041369462391833537519639.mhd
220,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.123697637451437522065941162930.mhd
221,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.324567010179873305471925391582.mhd
222,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.254254303842550572473665729969.mhd
223,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.126631670596873065041988320084.mhd
224,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.172573195301625265149778785969.mhd
225,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.244681063194071446501270815660.mhd
226,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689.mhd
227,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.481278873893653517789960724156.mhd
228,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.293593766328917170359373773080.mhd
229,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391.mhd
230,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412.mhd
231,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.237428977311365557972720635401.mhd
232,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.127965161564033605177803085629.mhd
233,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.197063290812663596858124411210.mhd
234,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.975426625618184773401026809852.mhd
235,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.487745546557477250336016826588.mhd
236,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.275007193025729362844652516689.mhd
237,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold9.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.300246184547502297539521283806.mhd
